"","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR"
"39","15/09/2019","Valladolid","Osasuna",1,1,"D"
"40","15/09/2019","Betis","Getafe",1,1,"D"
"41","20/09/2019","Osasuna","Betis",0,0,"D"
"42","21/09/2019","Villarreal","Valladolid",2,0,"H"
"43","21/09/2019","Levante","Eibar",0,0,"D"
"44","21/09/2019","Ath Madrid","Celta",0,0,"D"
"45","21/09/2019","Granada","Barcelona",2,0,"H"
"46","22/09/2019","Getafe","Mallorca",4,2,"H"
"47","22/09/2019","Espanol","Sociedad",1,3,"A"
"48","22/09/2019","Valencia","Leganes",1,1,"D"
"49","22/09/2019","Ath Bilbao","Alaves",2,0,"H"
"50","22/09/2019","Sevilla","Real Madrid",0,1,"A"
"51","24/09/2019","Valladolid","Granada",1,1,"D"
"52","24/09/2019","Betis","Levante",3,1,"H"
"53","24/09/2019","Barcelona","Villarreal",2,1,"H"
"54","25/09/2019","Leganes","Ath Bilbao",1,1,"D"
"55","25/09/2019","Mallorca","Ath Madrid",0,2,"A"
"56","25/09/2019","Valencia","Getafe",3,3,"D"
"57","25/09/2019","Real Madrid","Osasuna",2,0,"H"
"58","26/09/2019","Eibar","Sevilla",3,2,"H"
"59","26/09/2019","Celta","Espanol",1,1,"D"
"60","26/09/2019","Sociedad","Alaves",3,0,"H"
"61","27/09/2019","Villarreal","Betis",5,1,"H"
"62","28/09/2019","Ath Bilbao","Valencia",0,1,"A"
"63","28/09/2019","Getafe","Barcelona",0,2,"A"
"64","28/09/2019","Granada","Leganes",1,0,"H"
"65","28/09/2019","Ath Madrid","Real Madrid",0,0,"D"
"66","29/09/2019","Espanol","Valladolid",0,2,"A"
"67","29/09/2019","Eibar","Celta",2,0,"H"
"68","29/09/2019","Alaves","Mallorca",2,0,"H"
"69","29/09/2019","Levante","Osasuna",1,1,"D"
"70","29/09/2019","Sevilla","Sociedad",3,2,"H"
"71","04/10/2019","Betis","Eibar",1,1,"D"
"72","05/10/2019","Leganes","Levante",1,2,"A"
"73","05/10/2019","Real Madrid","Granada",4,2,"H"
"74","05/10/2019","Valencia","Alaves",2,1,"H"
"75","05/10/2019","Osasuna","Villarreal",2,1,"H"
"76","06/10/2019","Mallorca","Espanol",2,0,"H"
"77","06/10/2019","Celta","Ath Bilbao",1,0,"H"
"78","06/10/2019","Valladolid","Ath Madrid",0,0,"D"
"79","06/10/2019","Sociedad","Getafe",1,2,"A"
"80","06/10/2019","Barcelona","Sevilla",4,0,"H"
"81","18/10/2019","Granada","Osasuna",1,0,"H"
"82","19/10/2019","Eibar","Barcelona",0,3,"A"
"83","19/10/2019","Ath Madrid","Valencia",1,1,"D"
"84","19/10/2019","Getafe","Leganes",2,0,"H"
"85","19/10/2019","Mallorca","Real Madrid",1,0,"H"
"86","20/10/2019","Alaves","Celta",2,0,"H"
"87","20/10/2019","Sociedad","Betis",3,1,"H"
"88","20/10/2019","Espanol","Villarreal",0,1,"A"
"89","20/10/2019","Ath Bilbao","Valladolid",1,1,"D"
"90","20/10/2019","Sevilla","Levante",1,0,"H"
"91","25/10/2019","Villarreal","Alaves",4,1,"H"
"92","26/10/2019","Leganes","Mallorca",1,0,"H"
"93","26/10/2019","Valladolid","Eibar",2,0,"H"
"94","26/10/2019","Ath Madrid","Ath Bilbao",2,0,"H"
"95","27/10/2019","Celta","Sociedad",0,1,"A"
"96","27/10/2019","Granada","Betis",1,0,"H"
"97","27/10/2019","Levante","Espanol",0,1,"A"
"98","27/10/2019","Sevilla","Getafe",2,0,"H"
"99","27/10/2019","Osasuna","Valencia",3,1,"H"
"100","29/10/2019","Alaves","Ath Madrid",1,1,"D"
"101","29/10/2019","Barcelona","Valladolid",5,1,"H"
"102","30/10/2019","Sociedad","Levante",1,2,"A"
"103","30/10/2019","Valencia","Sevilla",1,1,"D"
"104","30/10/2019","Ath Bilbao","Espanol",3,0,"H"
"105","30/10/2019","Betis","Celta",2,1,"H"
"106","30/10/2019","Real Madrid","Leganes",5,0,"H"
"107","31/10/2019","Eibar","Villarreal",2,1,"H"
"108","31/10/2019","Mallorca","Osasuna",2,2,"D"
"109","31/10/2019","Getafe","Granada",3,1,"H"
"110","02/11/2019","Espanol","Valencia",1,2,"A"
"111","02/11/2019","Levante","Barcelona",3,1,"H"
"112","02/11/2019","Sevilla","Ath Madrid",1,1,"D"
"113","02/11/2019","Real Madrid","Betis",0,0,"D"
"114","03/11/2019","Valladolid","Mallorca",3,0,"H"
"115","03/11/2019","Villarreal","Ath Bilbao",0,0,"D"
"116","03/11/2019","Osasuna","Alaves",4,2,"H"
"117","03/11/2019","Celta","Getafe",0,1,"A"
"118","03/11/2019","Leganes","Eibar",1,2,"A"
"119","03/11/2019","Granada","Sociedad",1,2,"A"
"120","08/11/2019","Sociedad","Leganes",1,1,"D"
"121","09/11/2019","Alaves","Valladolid",3,0,"H"
"122","09/11/2019","Valencia","Granada",2,0,"H"
"123","09/11/2019","Eibar","Real Madrid",0,4,"A"
"124","09/11/2019","Barcelona","Celta",4,1,"H"
"125","10/11/2019","Mallorca","Villarreal",3,1,"H"
"126","10/11/2019","Ath Bilbao","Levante",2,1,"H"
"127","10/11/2019","Ath Madrid","Espanol",3,1,"H"
"128","10/11/2019","Getafe","Osasuna",0,0,"D"
"129","10/11/2019","Betis","Sevilla",1,2,"A"
"130","22/11/2019","Levante","Mallorca",2,1,"H"
"131","23/11/2019","Leganes","Barcelona",1,2,"A"
"132","23/11/2019","Betis","Valencia",2,1,"H"
"133","23/11/2019","Granada","Ath Madrid",1,1,"D"
"134","23/11/2019","Real Madrid","Sociedad",3,1,"H"
"135","24/11/2019","Espanol","Getafe",1,1,"D"
"136","24/11/2019","Osasuna","Ath Bilbao",1,2,"A"
"137","24/11/2019","Eibar","Alaves",0,2,"A"
"138","24/11/2019","Villarreal","Celta",1,3,"A"
"139","24/11/2019","Valladolid","Sevilla",0,1,"A"
"140","29/11/2019","Celta","Valladolid",0,0,"D"
"141","30/11/2019","Alaves","Real Madrid",1,2,"A"
"142","30/11/2019","Sociedad","Eibar",4,1,"H"
"143","30/11/2019","Mallorca","Betis",1,2,"A"
"144","30/11/2019","Valencia","Villarreal",2,1,"H"
"145","01/12/2019","Sevilla","Leganes",1,0,"H"
"146","01/12/2019","Ath Bilbao","Granada",2,0,"H"
"147","01/12/2019","Espanol","Osasuna",2,4,"A"
"148","01/12/2019","Getafe","Levante",4,0,"H"
"149","01/12/2019","Ath Madrid","Barcelona",0,1,"A"
"150","06/12/2019","Villarreal","Ath Madrid",0,0,"D"
"151","07/12/2019","Real Madrid","Espanol",2,0,"H"
"152","07/12/2019","Granada","Alaves",3,0,"H"
"153","07/12/2019","Levante","Valencia",2,4,"A"
"154","07/12/2019","Barcelona","Mallorca",5,2,"H"
"155","08/12/2019","Eibar","Getafe",0,1,"A"
"156","08/12/2019","Betis","Ath Bilbao",3,2,"H"
"157","08/12/2019","Valladolid","Sociedad",0,0,"D"
"158","08/12/2019","Leganes","Celta",3,2,"H"
"159","08/12/2019","Osasuna","Sevilla",1,1,"D"
"160","13/12/2019","Alaves","Leganes",1,1,"D"
"161","14/12/2019","Granada","Levante",1,2,"A"
"162","14/12/2019","Sociedad","Barcelona",2,2,"D"
"163","14/12/2019","Ath Bilbao","Eibar",0,0,"D"
"164","14/12/2019","Ath Madrid","Osasuna",2,0,"H"
"165","15/12/2019","Getafe","Valladolid",2,0,"H"
"166","15/12/2019","Celta","Mallorca",2,2,"D"
"167","15/12/2019","Espanol","Betis",2,2,"D"
"168","15/12/2019","Sevilla","Villarreal",1,2,"A"
"169","15/12/2019","Valencia","Real Madrid",1,1,"D"
"170","18/12/2019","Barcelona","Real Madrid",0,0,"D"
"171","20/12/2019","Eibar","Granada",3,0,"H"
"172","21/12/2019","Mallorca","Sevilla",0,2,"A"
"173","21/12/2019","Barcelona","Alaves",4,1,"H"
"174","21/12/2019","Villarreal","Getafe",1,0,"H"
"175","21/12/2019","Valladolid","Valencia",1,1,"D"
"176","22/12/2019","Leganes","Espanol",2,0,"H"
"177","22/12/2019","Osasuna","Sociedad",3,4,"A"
"178","22/12/2019","Betis","Ath Madrid",1,2,"A"
"179","22/12/2019","Levante","Celta",3,1,"H"
"180","22/12/2019","Real Madrid","Ath Bilbao",0,0,"D"
"181","03/01/2020","Valladolid","Leganes",2,2,"D"
"182","03/01/2020","Sevilla","Ath Bilbao",1,1,"D"
"183","04/01/2020","Valencia","Eibar",1,0,"H"
"184","04/01/2020","Getafe","Real Madrid",0,3,"A"
"185","04/01/2020","Ath Madrid","Levante",2,1,"H"
"186","04/01/2020","Espanol","Barcelona",2,2,"D"
"187","05/01/2020","Granada","Mallorca",1,0,"H"
"188","05/01/2020","Sociedad","Villarreal",1,2,"A"
"189","05/01/2020","Alaves","Betis",1,1,"D"
"190","05/01/2020","Celta","Osasuna",1,1,"D"
"191","17/01/2020","Leganes","Getafe",0,3,"A"
"192","18/01/2020","Levante","Alaves",0,1,"A"
"193","18/01/2020","Real Madrid","Sevilla",2,1,"H"
"194","18/01/2020","Osasuna","Valladolid",0,0,"D"
"195","18/01/2020","Eibar","Ath Madrid",2,0,"H"
"196","19/01/2020","Mallorca","Valencia",4,1,"H"
"197","19/01/2020","Betis","Sociedad",3,0,"H"
"198","19/01/2020","Villarreal","Espanol",1,2,"A"
"199","19/01/2020","Ath Bilbao","Celta",1,1,"D"
"200","19/01/2020","Barcelona","Granada",1,0,"H"
"201","24/01/2020","Osasuna","Levante",2,0,"H"
"202","25/01/2020","Espanol","Ath Bilbao",1,1,"D"
"203","25/01/2020","Valencia","Barcelona",2,0,"H"
"204","25/01/2020","Alaves","Villarreal",1,2,"A"
"205","25/01/2020","Sevilla","Granada",2,0,"H"
"206","26/01/2020","Ath Madrid","Leganes",0,0,"D"
"207","26/01/2020","Celta","Eibar",0,0,"D"
"208","26/01/2020","Getafe","Betis",1,0,"H"
"209","26/01/2020","Sociedad","Mallorca",3,0,"H"
"210","26/01/2020","Valladolid","Real Madrid",0,1,"A"
"211","01/02/2020","Granada","Espanol",2,1,"H"
"212","01/02/2020","Real Madrid","Ath Madrid",1,0,"H"
"213","01/02/2020","Mallorca","Valladolid",0,1,"A"
"214","01/02/2020","Valencia","Celta",1,0,"H"
"215","02/02/2020","Leganes","Sociedad",2,1,"H"
"216","02/02/2020","Eibar","Betis",1,1,"D"
"217","02/02/2020","Ath Bilbao","Getafe",0,2,"A"
"218","02/02/2020","Sevilla","Alaves",1,1,"D"
"219","02/02/2020","Villarreal","Osasuna",3,1,"H"
"220","02/02/2020","Barcelona","Levante",2,1,"H"
"221","07/02/2020","Alaves","Eibar",2,1,"H"
"222","08/02/2020","Levante","Leganes",2,0,"H"
"223","08/02/2020","Getafe","Valencia",3,0,"H"
"224","08/02/2020","Valladolid","Villarreal",1,1,"D"
"225","08/02/2020","Ath Madrid","Granada",1,0,"H"
"226","09/02/2020","Espanol","Mallorca",1,0,"H"
"227","09/02/2020","Sociedad","Ath Bilbao",2,1,"H"
"228","09/02/2020","Osasuna","Real Madrid",1,4,"A"
"229","09/02/2020","Celta","Sevilla",2,1,"H"
"230","09/02/2020","Betis","Barcelona",2,3,"A"
"231","14/02/2020","Valencia","Ath Madrid",2,2,"D"
"232","15/02/2020","Mallorca","Alaves",1,0,"H"
"233","15/02/2020","Barcelona","Getafe",2,1,"H"
"234","15/02/2020","Villarreal","Levante",2,1,"H"
"235","15/02/2020","Granada","Valladolid",2,1,"H"
"236","16/02/2020","Sevilla","Espanol",2,2,"D"
"237","16/02/2020","Leganes","Betis",0,0,"D"
"238","16/02/2020","Ath Bilbao","Osasuna",0,1,"A"
"239","16/02/2020","Real Madrid","Celta",2,2,"D"
"240","21/02/2020","Betis","Mallorca",3,3,"D"
"241","22/02/2020","Celta","Leganes",1,0,"H"
"242","22/02/2020","Barcelona","Eibar",5,0,"H"
"243","22/02/2020","Sociedad","Valencia",3,0,"H"
"244","22/02/2020","Levante","Real Madrid",1,0,"H"
"245","23/02/2020","Osasuna","Granada",0,3,"A"
"246","23/02/2020","Alaves","Ath Bilbao",2,1,"H"
"247","23/02/2020","Valladolid","Espanol",2,1,"H"
"248","23/02/2020","Getafe","Sevilla",0,3,"A"
"249","23/02/2020","Ath Madrid","Villarreal",3,1,"H"
"250","28/02/2020","Sociedad","Valladolid",1,0,"H"
"251","29/02/2020","Eibar","Levante",3,0,"H"
"252","29/02/2020","Valencia","Betis",2,1,"H"
"253","29/02/2020","Leganes","Alaves",1,1,"D"
"254","29/02/2020","Granada","Celta",0,0,"D"
"255","01/03/2020","Sevilla","Osasuna",3,2,"H"
"256","01/03/2020","Ath Bilbao","Villarreal",1,0,"H"
"257","01/03/2020","Espanol","Ath Madrid",1,1,"D"
"258","01/03/2020","Mallorca","Getafe",0,1,"A"
"259","01/03/2020","Real Madrid","Barcelona",2,0,"H"
"260","06/03/2020","Alaves","Valencia",1,1,"D"
"261","07/03/2020","Eibar","Mallorca",1,2,"A"
"262","07/03/2020","Ath Madrid","Sevilla",2,2,"D"
"263","07/03/2020","Barcelona","Sociedad",1,0,"H"
"264","07/03/2020","Getafe","Celta",0,0,"D"
"265","08/03/2020","Osasuna","Espanol",1,0,"H"
"266","08/03/2020","Valladolid","Ath Bilbao",1,4,"A"
"267","08/03/2020","Levante","Granada",1,1,"D"
"268","08/03/2020","Villarreal","Leganes",1,2,"A"
"269","08/03/2020","Betis","Real Madrid",2,1,"H"
"270","10/03/2020","Eibar","Sociedad",1,2,"A"
"271","11/06/2020","Sevilla","Betis",2,0,"H"
"272","12/06/2020","Granada","Getafe",2,1,"H"
"273","12/06/2020","Valencia","Levante",1,1,"D"
"274","13/06/2020","Espanol","Alaves",2,0,"H"
"275","13/06/2020","Celta","Villarreal",0,1,"A"
"276","13/06/2020","Leganes","Valladolid",1,2,"A"
"277","13/06/2020","Mallorca","Barcelona",0,4,"A"
"278","14/06/2020","Ath Bilbao","Ath Madrid",1,1,"D"
"279","14/06/2020","Real Madrid","Eibar",3,1,"H"
"280","14/06/2020","Sociedad","Osasuna",1,1,"D"
"281","15/06/2020","Levante","Sevilla",1,1,"D"
"282","15/06/2020","Betis","Granada",2,2,"D"
"283","16/06/2020","Getafe","Espanol",0,0,"D"
"284","16/06/2020","Villarreal","Mallorca",1,0,"H"
"285","16/06/2020","Barcelona","Leganes",2,0,"H"
"286","17/06/2020","Eibar","Ath Bilbao",2,2,"D"
"287","17/06/2020","Valladolid","Celta",0,0,"D"
"288","17/06/2020","Osasuna","Ath Madrid",0,5,"A"
"289","18/06/2020","Alaves","Sociedad",2,0,"H"
"290","18/06/2020","Real Madrid","Valencia",3,0,"H"
"291","19/06/2020","Granada","Villarreal",0,1,"A"
"292","19/06/2020","Mallorca","Leganes",1,1,"D"
"293","19/06/2020","Sevilla","Barcelona",0,0,"D"
"294","20/06/2020","Espanol","Levante",1,3,"A"
"295","20/06/2020","Ath Bilbao","Betis",1,0,"H"
"296","20/06/2020","Getafe","Eibar",1,1,"D"
"297","20/06/2020","Ath Madrid","Valladolid",1,0,"H"
"298","21/06/2020","Celta","Alaves",6,0,"H"
"299","21/06/2020","Valencia","Osasuna",2,0,"H"
"300","21/06/2020","Sociedad","Real Madrid",1,2,"A"
"301","22/06/2020","Villarreal","Sevilla",2,2,"D"
"302","22/06/2020","Leganes","Granada",0,0,"D"
"303","23/06/2020","Levante","Ath Madrid",0,1,"A"
"304","23/06/2020","Valladolid","Getafe",1,1,"D"
"305","23/06/2020","Barcelona","Ath Bilbao",1,0,"H"
"306","24/06/2020","Alaves","Osasuna",0,1,"A"
"307","24/06/2020","Sociedad","Celta",0,1,"A"
"308","24/06/2020","Real Madrid","Mallorca",2,0,"H"
"309","25/06/2020","Eibar","Valencia",1,0,"H"
"310","25/06/2020","Betis","Espanol",1,0,"H"
"311","26/06/2020","Sevilla","Valladolid",1,1,"D"
"312","27/06/2020","Ath Bilbao","Mallorca",3,1,"H"
"313","27/06/2020","Celta","Barcelona",2,2,"D"
"314","27/06/2020","Osasuna","Leganes",2,1,"H"
"315","27/06/2020","Ath Madrid","Alaves",2,1,"H"
"316","28/06/2020","Levante","Betis",4,2,"H"
"317","28/06/2020","Villarreal","Valencia",2,0,"H"
"318","28/06/2020","Granada","Eibar",1,2,"A"
"319","28/06/2020","Espanol","Real Madrid",0,1,"A"
"320","29/06/2020","Getafe","Sociedad",2,1,"H"
"321","30/06/2020","Mallorca","Celta",5,1,"H"
"322","30/06/2020","Leganes","Sevilla",0,3,"A"
"323","30/06/2020","Barcelona","Ath Madrid",2,2,"D"
"324","01/07/2020","Alaves","Granada",0,2,"A"
"325","01/07/2020","Valencia","Ath Bilbao",0,2,"A"
"326","01/07/2020","Betis","Villarreal",0,2,"A"
"327","01/07/2020","Valladolid","Levante",0,0,"D"
"328","02/07/2020","Eibar","Osasuna",0,2,"A"
"329","02/07/2020","Sociedad","Espanol",2,1,"H"
"330","02/07/2020","Real Madrid","Getafe",1,0,"H"
"331","03/07/2020","Ath Madrid","Mallorca",3,0,"H"
"332","04/07/2020","Celta","Betis",1,1,"D"
"333","04/07/2020","Valladolid","Alaves",1,0,"H"
"334","04/07/2020","Granada","Valencia",2,2,"D"
"335","05/07/2020","Ath Bilbao","Real Madrid",0,1,"A"
"336","05/07/2020","Espanol","Leganes",0,1,"A"
"337","05/07/2020","Osasuna","Getafe",0,0,"D"
"338","05/07/2020","Villarreal","Barcelona",1,4,"A"
"339","06/07/2020","Levante","Sociedad",1,1,"D"
"340","06/07/2020","Sevilla","Eibar",1,0,"H"
"341","07/07/2020","Valencia","Valladolid",2,1,"H"
"342","07/07/2020","Celta","Ath Madrid",1,1,"D"
"343","08/07/2020","Betis","Osasuna",3,0,"H"
"344","08/07/2020","Getafe","Villarreal",1,3,"A"
"345","08/07/2020","Barcelona","Espanol",1,0,"H"
"346","09/07/2020","Eibar","Leganes",0,0,"D"
"347","09/07/2020","Mallorca","Levante",2,0,"H"
"348","09/07/2020","Ath Bilbao","Sevilla",1,2,"A"
"349","10/07/2020","Sociedad","Granada",2,3,"A"
"350","10/07/2020","Real Madrid","Alaves",2,0,"H"
"351","11/07/2020","Osasuna","Celta",2,1,"H"
"352","11/07/2020","Valladolid","Barcelona",0,1,"A"
"353","11/07/2020","Ath Madrid","Betis",1,0,"H"
"354","12/07/2020","Espanol","Eibar",0,2,"A"
"355","12/07/2020","Levante","Ath Bilbao",1,2,"A"
"356","12/07/2020","Leganes","Valencia",1,0,"H"
"357","12/07/2020","Sevilla","Mallorca",2,0,"H"
"358","13/07/2020","Alaves","Getafe",0,0,"D"
"359","13/07/2020","Villarreal","Sociedad",1,2,"A"
"360","13/07/2020","Granada","Real Madrid",1,2,"A"
"361","16/07/2020","Eibar","Valladolid",3,1,"H"
"362","16/07/2020","Ath Bilbao","Leganes",0,2,"A"
"363","16/07/2020","Barcelona","Osasuna",1,2,"A"
"364","16/07/2020","Betis","Alaves",1,2,"A"
"365","16/07/2020","Celta","Levante",2,3,"A"
"366","16/07/2020","Getafe","Ath Madrid",0,2,"A"
"367","16/07/2020","Mallorca","Granada",1,2,"A"
"368","16/07/2020","Real Madrid","Villarreal",2,1,"H"
"369","16/07/2020","Sociedad","Sevilla",0,0,"D"
"370","16/07/2020","Valencia","Espanol",1,0,"H"
"371","19/07/2020","Alaves","Barcelona",0,5,"A"
"372","19/07/2020","Valladolid","Betis",2,0,"H"
"373","19/07/2020","Villarreal","Eibar",4,0,"H"
"374","19/07/2020","Ath Madrid","Sociedad",1,1,"D"
"375","19/07/2020","Espanol","Celta",0,0,"D"
"376","19/07/2020","Granada","Ath Bilbao",4,0,"H"
"377","19/07/2020","Leganes","Real Madrid",2,2,"D"
"378","19/07/2020","Levante","Getafe",1,0,"H"
"379","19/07/2020","Osasuna","Mallorca",2,2,"D"
"380","19/07/2020","Sevilla","Valencia",1,0,"H"
